dataX,dataY
-0.18781587,-0.3091717
-0.19009729,-0.31145313
-0.19237871,-0.31145313
-0.19466013,-0.31145313
-0.19694154,-0.31373456
-0.19922295,-0.31373456
-0.20150438,-0.31601596
-0.20378579,-0.31601596
-0.2060672,-0.3182974
-0.20834862,-0.3205788
-0.21063004,-0.3228602
-0.21291146,-0.3228602
-0.21291146,-0.32514164
-0.21063004,-0.3228602
-0.20834862,-0.32514164
-0.20834862,-0.32742304
-0.20834862,-0.32970446
-0.2060672,-0.3319859
-0.20378579,-0.3342673
-0.20378579,-0.33654872
-0.20150438,-0.33654872
-0.19922295,-0.33883014
-0.19694154,-0.33883014
-0.19466013,-0.33654872
-0.19237871,-0.3342673
-0.19009729,-0.3319859
-0.18781587,-0.32970446
-0.18553446,-0.32742304
-0.18325305,-0.32742304
-0.18097162,-0.32742304
-0.17869021,-0.32514164
-0.1764088,-0.32514164
-0.17412739,-0.32514164
-0.17184596,-0.32742304
-0.16956455,-0.32970446
-0.16728313,-0.32970446
-0.16500172,-0.3319859
-0.1627203,-0.3342673
-0.16043888,-0.33654872
-0.16043888,-0.33883014
-0.16043888,-0.33654872
-0.15815747,-0.3342673
-0.15587606,-0.3342673
-0.15587606,-0.3319859
-0.15587606,-0.32970446
-0.15815747,-0.32742304
-0.15815747,-0.32514164
-0.16043888,-0.3228602
-0.1627203,-0.3205788
-0.16500172,-0.3182974
-0.16728313,-0.31601596
-0.16956455,-0.31373456
-0.17184596,-0.31373456
-0.17412739,-0.31145313
-0.1764088,-0.31145313
-0.17869021,-0.31145313
-0.18097162,-0.3091717
-0.18325305,-0.3091717
-0.18553446,-0.3091717
0.6494639,-0.24072923
0.6494639,-0.24301066
0.6494639,-0.24529207
0.65174526,-0.24529207
0.6540267,-0.24757348
0.6563081,-0.24529207
0.65858954,-0.24529207
0.66087097,-0.24529207
0.65858954,-0.24529207
0.6563081,-0.24529207
0.6540267,-0.24757348
0.65174526,-0.24529207
0.6494639,-0.24301066
0.65174526,-0.24072923
0.6540267,-0.24072923
0.6563081,-0.24072923
0.65858954,-0.24072923
0.6563081,-0.24072923
0.6540267,-0.24072923
0.65174526,-0.24072923
0.64718246,-0.19281949
0.64490104,-0.1951009
0.6426196,-0.19738233
0.6403382,-0.19966374
0.6380568,-0.20194516
0.6357754,-0.20194516
0.63349396,-0.20422657
0.63121253,-0.206508
0.6289311,-0.206508
0.63121253,-0.206508
0.63349396,-0.20422657
0.6357754,-0.20422657
0.6380568,-0.20194516
0.6403382,-0.20194516
0.6426196,-0.19966374
0.64490104,-0.19738233
0.64718246,-0.1951009
0.6494639,-0.19281949
0.65174526,-0.19281949
0.6540267,-0.19281949
0.6563081,-0.1951009
0.65858954,-0.19738233
0.66087097,-0.19966374
0.6631524,-0.20194516
0.6631524,-0.20422657
0.66087097,-0.206508
0.65858954,-0.20422657
0.6563081,-0.20422657
0.6540267,-0.20194516
0.65174526,-0.19966374
0.65174526,-0.20194516
0.6540267,-0.20194516
0.6563081,-0.20422657
0.6540267,-0.206508
0.65174526,-0.206508
0.6494639,-0.20878941
0.65174526,-0.20878941
0.6540267,-0.206508
0.6563081,-0.20422657
0.65858954,-0.20422657
0.66087097,-0.206508
0.6631524,-0.20422657
0.6631524,-0.20194516
0.6631524,-0.19966374
0.66087097,-0.19738233
0.65858954,-0.1951009
0.6563081,-0.1951009
0.6540267,-0.19281949
0.65174526,-0.19281949
0.6494639,-0.19281949
0.6540267,-0.14034691
0.65174526,-0.14262834
0.6494639,-0.14262834
0.64718246,-0.14490975
0.64490104,-0.14490975
0.6426196,-0.14719117
0.6403382,-0.14947258
0.6403382,-0.151754
0.6380568,-0.15403542
